geoid,county_name,component,component_score,recommendation_status,corridor
51081,Greensville County,growth,25.362412770406475,Watchlist,I-95 / I-85 Southside
51081,Greensville County,purchasing_power,6.266081126676699,Watchlist,I-95 / I-85 Southside
51081,Greensville County,highway_opportunity,31.364945195931217,Watchlist,I-95 / I-85 Southside
51081,Greensville County,accessibility,99.77376697599782,Watchlist,I-95 / I-85 Southside
51081,Greensville County,commercial_activity,0.6432187165841494,Watchlist,I-95 / I-85 Southside
51081,Greensville County,competition,62.62606157112526,Watchlist,I-95 / I-85 Southside
51081,Greensville County,overlap_risk,53.70996096471593,Watchlist,I-95 / I-85 Southside
51083,Halifax County,market_demand,44.06139030212706,Ineligible: no interstate access,Not in a screened corridor
51083,Halifax County,growth,23.106960952125,Ineligible: no interstate access,Not in a screened corridor
51083,Halifax County,purchasing_power,5.392145536782434,Ineligible: no interstate access,Not in a screened corridor
51083,Halifax County,highway_opportunity,20.106995426804257,Ineligible: no interstate access,Not in a screened corridor
51083,Halifax County,accessibility,40.195954499214125,Ineligible: no interstate access,Not in a screened corridor
51083,Halifax County,commercial_activity,31.147615084615058,Ineligible: no interstate access,Not in a screened corridor
51083,Halifax County,competition,79.17467688030521,Ineligible: no interstate access,Not in a screened corridor
51083,Halifax County,overlap_risk,43.811011219582916,Ineligible: no interstate access,Not in a screened corridor
51085,Hanover County,market_demand,64.11995969284791,Priority candidate,I-95 Richmond North
51085,Hanover County,growth,62.81861274760016,Priority candidate,I-95 Richmond North
51085,Hanover County,purchasing_power,52.539762126554734,Priority candidate,I-95 Richmond North
51085,Hanover County,highway_opportunity,60.60484249107223,Priority candidate,I-95 Richmond North
51085,Hanover County,accessibility,97.41133980698764,Priority candidate,I-95 Richmond North
51085,Hanover County,commercial_activity,54.057275454601736,Priority candidate,I-95 Richmond North
51085,Hanover County,competition,79.81943897108873,Priority candidate,I-95 Richmond North
51085,Hanover County,overlap_risk,26.907428935454348,Priority candidate,I-95 Richmond North
51087,Henrico County,market_demand,81.03914076715007,Overlap constrained,I-95 Richmond North
51087,Henrico County,growth,47.23235713144826,Overlap constrained,I-95 Richmond North
51087,Henrico County,purchasing_power,40.242392256230026,Overlap constrained,I-95 Richmond North
51087,Henrico County,highway_opportunity,71.9152973397108,Overlap constrained,I-95 Richmond North
51087,Henrico County,accessibility,98.78049716128609,Overlap constrained,I-95 Richmond North
51087,Henrico County,commercial_activity,67.24365734066592,Overlap constrained,I-95 Richmond North
51087,Henrico County,competition,86.94637805964705,Overlap constrained,I-95 Richmond North
51087,Henrico County,overlap_risk,18.57422106719811,Overlap constrained,I-95 Richmond North
51089,Henry County,market_demand,50.326747572816515,Ineligible: no interstate access,Not in a screened corridor
51089,Henry County,growth,29.334399898674285,Ineligible: no interstate access,Not in a screened corridor
51089,Henry County,purchasing_power,6.085662476320229,Ineligible: no interstate access,Not in a screened corridor
51089,Henry County,highway_opportunity,22.649597496733982,Ineligible: no interstate access,Not in a screened corridor
51089,Henry County,accessibility,53.21232946001173,Ineligible: no interstate access,Not in a screened corridor
51089,Henry County,commercial_activity,32.16738411502809,Ineligible: no interstate access,Not in a screened corridor
51089,Henry County,competition,68.31099639299778,Ineligible: no interstate access,Not in a screened corridor
51089,Henry County,overlap_risk,44.03749187285934,Ineligible: no interstate access,Not in a screened corridor
51091,Highland County,market_demand,0.0,Ineligible: no interstate access,Not in a screened corridor
51091,Highland County,growth,48.76866293949976,Ineligible: no interstate access,Not in a screened corridor
51091,Highland County,purchasing_power,17.96362036389699,Ineligible: no interstate access,Not in a screened corridor
51091,Highland County,highway_opportunity,2.291063107456091,Ineligible: no interstate access,Not in a screened corridor
51091,Highland County,accessibility,49.563291079777926,Ineligible: no interstate access,Not in a screened corridor
51091,Highland County,commercial_activity,7.243917206795772,Ineligible: no interstate access,Not in a screened corridor
51091,Highland County,competition,100.00000000000001,Ineligible: no interstate access,Not in a screened corridor
51091,Highland County,overlap_risk,28.937968343244986,Ineligible: no interstate access,Not in a screened corridor
51093,Isle of Wight County,market_demand,47.80824451264399,Ineligible: no interstate access,I-64 / I-264 Hampton Roads
51093,Isle of Wight County,growth,72.1485796463981,Ineligible: no interstate access,I-64 / I-264 Hampton Roads
51093,Isle of Wight County,purchasing_power,43.19394997201352,Ineligible: no interstate access,I-64 / I-264 Hampton Roads
51093,Isle of Wight County,highway_opportunity,20.502789656875436,Ineligible: no interstate access,I-64 / I-264 Hampton Roads
51093,Isle of Wight County,accessibility,74.48431301821076,Ineligible: no interstate access,I-64 / I-264 Hampton Roads
51093,Isle of Wight County,commercial_activity,34.43534029889228,Ineligible: no interstate access,I-64 / I-264 Hampton Roads
51093,Isle of Wight County,competition,78.57849102525098,Ineligible: no interstate access,I-64 / I-264 Hampton Roads
51093,Isle of Wight County,overlap_risk,36.890628753017296,Ineligible: no interstate access,I-64 / I-264 Hampton Roads
51095,James City County,market_demand,57.81019002447995,Overlap constrained,I-64 / I-264 Hampton Roads
51095,James City County,growth,68.49573083273661,Overlap constrained,I-64 / I-264 Hampton Roads
51095,James City County,purchasing_power,53.01769488878398,Overlap constrained,I-64 / I-264 Hampton Roads
51095,James City County,highway_opportunity,41.539022621436345,Overlap constrained,I-64 / I-264 Hampton Roads
51095,James City County,accessibility,95.24496305765118,Overlap constrained,I-64 / I-264 Hampton Roads
51095,James City County,commercial_activity,44.98945913688956,Overlap constrained,I-64 / I-264 Hampton Roads
51095,James City County,competition,91.20349549009319,Overlap constrained,I-64 / I-264 Hampton Roads
51095,James City County,overlap_risk,13.798588871252308,Overlap constrained,I-64 / I-264 Hampton Roads
51097,King and Queen County,market_demand,19.928324005144002,Overlap constrained,Not in a screened corridor
51097,King and Queen County,growth,18.299104441837816,Overlap constrained,Not in a screened corridor
51097,King and Queen County,purchasing_power,25.962706998959707,Overlap constrained,Not in a screened corridor
51097,King and Queen County,highway_opportunity,13.724687556507792,Overlap constrained,Not in a screened corridor
51097,King and Queen County,accessibility,74.31438709126117,Overlap constrained,Not in a screened corridor
51097,King and Queen County,commercial_activity,0.06883485326459436,Overlap constrained,Not in a screened corridor
51097,King and Queen County,competition,64.84296984222088,Overlap constrained,Not in a screened corridor
51097,King and Queen County,overlap_risk,13.372129374676275,Overlap constrained,Not in a screened corridor
51099,King George County,market_demand,42.203638874452196,Overlap constrained,Not in a screened corridor
51099,King George County,growth,60.6126494008135,Overlap constrained,Not in a screened corridor
51099,King George County,purchasing_power,49.86345388423532,Overlap constrained,Not in a screened corridor
51099,King George County,highway_opportunity,19.38664253569652,Overlap constrained,Not in a screened corridor
51099,King George County,accessibility,72.71623380731631,Overlap constrained,Not in a screened corridor
51099,King George County,commercial_activity,26.742898981045332,Overlap constrained,Not in a screened corridor
51099,King George County,competition,77.783542061065,Overlap constrained,Not in a screened corridor
51099,King George County,overlap_risk,15.726474280563057,Overlap constrained,Not in a screened corridor
51101,King William County,market_demand,36.1612046778467,Overlap constrained,Not in a screened corridor
51101,King William County,growth,77.02701945489731,Overlap constrained,Not in a screened corridor
51101,King William County,purchasing_power,31.60430879448709,Overlap constrained,Not in a screened corridor
51101,King William County,highway_opportunity,14.983919688199736,Overlap constrained,Not in a screened corridor
51101,King William County,accessibility,78.44325319359815,Overlap constrained,Not in a screened corridor
51101,King William County,commercial_activity,25.291031544266545,Overlap constrained,Not in a screened corridor
51101,King William County,competition,71.67845911949685,Overlap constrained,Not in a screened corridor
51101,King William County,overlap_risk,12.494139552773579,Overlap constrained,Not in a screened corridor
51103,Lancaster County,market_demand,25.193050421171975,Ineligible: no interstate access,Not in a screened corridor
51103,Lancaster County,growth,41.24165240270796,Ineligible: no interstate access,Not in a screened corridor
51103,Lancaster County,purchasing_power,30.103490526268303,Ineligible: no interstate access,Not in a screened corridor
51103,Lancaster County,highway_opportunity,12.47593048290176,Ineligible: no interstate access,Not in a screened corridor
51103,Lancaster County,accessibility,54.797244028358165,Ineligible: no interstate access,Not in a screened corridor
51103,Lancaster County,commercial_activity,46.25916975506502,Ineligible: no interstate access,Not in a screened corridor
51103,Lancaster County,competition,65.47137427975971,Ineligible: no interstate access,Not in a screened corridor
51103,Lancaster County,overlap_risk,27.865504040322755,Ineligible: no interstate access,Not in a screened corridor
51105,Lee County,market_demand,35.51972538994812,Ineligible: no interstate access,Not in a screened corridor
51105,Lee County,growth,4.0030125160100045,Ineligible: no interstate access,Not in a screened corridor
51105,Lee County,purchasing_power,0.7517751262074452,Ineligible: no interstate access,Not in a screened corridor
51105,Lee County,highway_opportunity,16.628515058445107,Ineligible: no interstate access,Not in a screened corridor
51105,Lee County,accessibility,50.95654515709606,Ineligible: no interstate access,Not in a screened corridor
51105,Lee County,commercial_activity,15.567590825601977,Ineligible: no interstate access,Not in a screened corridor
51105,Lee County,competition,63.79601064634183,Ineligible: no interstate access,Not in a screened corridor
51105,Lee County,overlap_risk,47.31347789971588,Ineligible: no interstate access,Not in a screened corridor
51107,Loudoun County,market_demand,84.34695130775327,Ineligible: no interstate access,Not in a screened corridor
51107,Loudoun County,growth,80.5844373246565,Ineligible: no interstate access,Not in a screened corridor
51107,Loudoun County,purchasing_power,100.0,Ineligible: no interstate access,Not in a screened corridor
51107,Loudoun County,highway_opportunity,32.6011958581149,Ineligible: no interstate access,Not in a screened corridor
51107,Loudoun County,accessibility,71.67933781570572,Ineligible: no interstate access,Not in a screened corridor
51107,Loudoun County,commercial_activity,68.7827686623713,Ineligible: no interstate access,Not in a screened corridor
51107,Loudoun County,competition,92.3061223215526,Ineligible: no interstate access,Not in a screened corridor
51107,Loudoun County,overlap_risk,39.42214763931022,Ineligible: no interstate access,Not in a screened corridor
51109,Louisa County,market_demand,47.47675521911844,Secondary candidate,I-64 Richmond West
51109,Louisa County,growth,79.43711162401907,Secondary candidate,I-64 Richmond West
51109,Louisa County,purchasing_power,31.922809746579873,Secondary candidate,I-64 Richmond West
51109,Louisa County,highway_opportunity,31.218248126056515,Secondary candidate,I-64 Richmond West
51109,Louisa County,accessibility,88.77596074183208,Secondary candidate,I-64 Richmond West
51109,Louisa County,commercial_activity,29.759924053869526,Secondary candidate,I-64 Richmond West
51109,Louisa County,competition,75.93475511808332,Secondary candidate,I-64 Richmond West
51109,Louisa County,overlap_risk,33.899419033422205,Secondary candidate,I-64 Richmond West
51111,Lunenburg County,market_demand,27.282943872050044,Ineligible: no interstate access,Not in a screened corridor
51111,Lunenburg County,growth,28.82428426190852,Ineligible: no interstate access,Not in a screened corridor
51111,Lunenburg County,purchasing_power,7.560071092661397,Ineligible: no interstate access,Not in a screened corridor
51111,Lunenburg County,highway_opportunity,9.75603495943826,Ineligible: no interstate access,Not in a screened corridor
51111,Lunenburg County,accessibility,75.70121469094768,Ineligible: no interstate access,Not in a screened corridor
51111,Lunenburg County,commercial_activity,9.25853044962632,Ineligible: no interstate access,Not in a screened corridor
51111,Lunenburg County,competition,72.59452321378927,Ineligible: no interstate access,Not in a screened corridor
51111,Lunenburg County,overlap_risk,65.19712643614973,Ineligible: no interstate access,Not in a screened corridor
51113,Madison County,market_demand,31.16597822701364,Ineligible: no interstate access,Not in a screened corridor
51113,Madison County,growth,68.21695566338782,Ineligible: no interstate access,Not in a screened corridor
51113,Madison County,purchasing_power,31.249636032900085,Ineligible: no interstate access,Not in a screened corridor
51113,Madison County,highway_opportunity,16.592745945284754,Ineligible: no interstate access,Not in a screened corridor
51113,Madison County,accessibility,57.847213008187026,Ineligible: no interstate access,Not in a screened corridor
51113,Madison County,commercial_activity,17.911163988420846,Ineligible: no interstate access,Not in a screened corridor
51113,Madison County,competition,79.78249946163233,Ineligible: no interstate access,Not in a screened corridor
51113,Madison County,overlap_risk,29.347925162964454,Ineligible: no interstate access,Not in a screened corridor
51115,Mathews County,market_demand,21.741957816982136,Ineligible: no interstate access,Not in a screened corridor
51115,Mathews County,growth,20.46341923372831,Ineligible: no interstate access,Not in a screened corridor
51115,Mathews County,purchasing_power,31.639818669249593,Ineligible: no interstate access,Not in a screened corridor
51115,Mathews County,highway_opportunity,8.25282196538043,Ineligible: no interstate access,Not in a screened corridor
51115,Mathews County,accessibility,68.06229207448311,Ineligible: no interstate access,Not in a screened corridor
51115,Mathews County,commercial_activity,17.70942454038944,Ineligible: no interstate access,Not in a screened corridor
51115,Mathews County,competition,66.930844193965,Ineligible: no interstate access,Not in a screened corridor
51115,Mathews County,overlap_risk,30.06865408590972,Ineligible: no interstate access,Not in a screened corridor
51117,Mecklenburg County,market_demand,42.54804443870349,Watchlist,I-95 / I-85 Southside
51117,Mecklenburg County,growth,30.607963086658533,Watchlist,I-95 / I-85 Southside
51117,Mecklenburg County,purchasing_power,10.800731781444474,Watchlist,I-95 / I-85 Southside
51117,Mecklenburg County,highway_opportunity,29.82697802113229,Watchlist,I-95 / I-85 Southside
51117,Mecklenburg County,accessibility,80.02839158701975,Watchlist,I-95 / I-85 Southside
51117,Mecklenburg County,commercial_activity,37.4337413396031,Watchlist,I-95 / I-85 Southside
51117,Mecklenburg County,competition,49.09549472577306,Watchlist,I-95 / I-85 Southside
51117,Mecklenburg County,overlap_risk,56.42575386983611,Watchlist,I-95 / I-85 Southside
51119,Middlesex County,market_demand,25.22604430777218,Overlap constrained,Not in a screened corridor
51119,Middlesex County,growth,44.42178911626382,Overlap constrained,Not in a screened corridor
51119,Middlesex County,purchasing_power,27.34630886634492,Overlap constrained,Not in a screened corridor
51119,Middlesex County,highway_opportunity,14.200860002207898,Overlap constrained,Not in a screened corridor
51119,Middlesex County,accessibility,69.3485048595212,Overlap constrained,Not in a screened corridor
51119,Middlesex County,commercial_activity,30.015587736360224,Overlap constrained,Not in a screened corridor
51119,Middlesex County,competition,65.14448363343851,Overlap constrained,Not in a screened corridor
51119,Middlesex County,overlap_risk,20.892818111111094,Overlap constrained,Not in a screened corridor
51121,Montgomery County,market_demand,61.80223641090406,Secondary candidate,I-81 New River Valley
51121,Montgomery County,growth,42.41308424363141,Secondary candidate,I-81 New River Valley
51121,Montgomery County,purchasing_power,22.361799589439734,Secondary candidate,I-81 New River Valley
51121,Montgomery County,highway_opportunity,39.717983447755486,Secondary candidate,I-81 New River Valley
51121,Montgomery County,accessibility,95.38748427625839,Secondary candidate,I-81 New River Valley
51121,Montgomery County,commercial_activity,48.09312425678287,Secondary candidate,I-81 New River Valley
51121,Montgomery County,competition,84.85126581214682,Secondary candidate,I-81 New River Valley
51121,Montgomery County,overlap_risk,81.02521678307295,Secondary candidate,I-81 New River Valley
51125,Nelson County,market_demand,30.47934196884075,Traffic data unavailable,I-64 Charlottesville
51125,Nelson County,growth,30.98135474640614,Traffic data unavailable,I-64 Charlottesville
51125,Nelson County,purchasing_power,27.831615604027146,Traffic data unavailable,I-64 Charlottesville
51125,Nelson County,highway_opportunity,18.93523521621694,Traffic data unavailable,I-64 Charlottesville
51125,Nelson County,accessibility,73.31656338479677,Traffic data unavailable,I-64 Charlottesville
51125,Nelson County,commercial_activity,20.461533719724674,Traffic data unavailable,I-64 Charlottesville
51125,Nelson County,competition,58.70327761611513,Traffic data unavailable,I-64 Charlottesville
51125,Nelson County,overlap_risk,32.547128149218175,Traffic data unavailable,I-64 Charlottesville
51127,New Kent County,market_demand,39.7540205127341,Reference case,I-64 Richmond East / New Kent
51127,New Kent County,growth,100.0,Reference case,I-64 Richmond East / New Kent
51127,New Kent County,purchasing_power,57.86025650456825,Reference case,I-64 Richmond East / New Kent
51127,New Kent County,highway_opportunity,42.19669065377422,Reference case,I-64 Richmond East / New Kent
51127,New Kent County,accessibility,98.61457547693608,Reference case,I-64 Richmond East / New Kent
51127,New Kent County,commercial_activity,26.627294925355514,Reference case,I-64 Richmond East / New Kent
51127,New Kent County,competition,78.60895922228205,Reference case,I-64 Richmond East / New Kent
51127,New Kent County,overlap_risk,0.2286370910389316,Reference case,I-64 Richmond East / New Kent
51131,Northampton County,market_demand,28.029320269148503,Ineligible: no interstate access,Not in a screened corridor
51131,Northampton County,growth,42.594611179616855,Ineligible: no interstate access,Not in a screened corridor
51131,Northampton County,purchasing_power,17.111425353883035,Ineligible: no interstate access,Not in a screened corridor
51131,Northampton County,highway_opportunity,19.73088359819279,Ineligible: no interstate access,Not in a screened corridor
51131,Northampton County,accessibility,47.775292325797146,Ineligible: no interstate access,Not in a screened corridor
51131,Northampton County,commercial_activity,41.510684994879746,Ineligible: no interstate access,Not in a screened corridor
51131,Northampton County,competition,53.50392075938918,Ineligible: no interstate access,Not in a screened corridor
51131,Northampton County,overlap_risk,52.05205089806823,Ineligible: no interstate access,Not in a screened corridor
51133,Northumberland County,market_demand,26.920552591978307,Ineligible: no interstate access,Not in a screened corridor
51133,Northumberland County,growth,30.111980542898184,Ineligible: no interstate access,Not in a screened corridor
51133,Northumberland County,purchasing_power,29.694481094139796,Ineligible: no interstate access,Not in a screened corridor
51133,Northumberland County,highway_opportunity,12.04536049362294,Ineligible: no interstate access,Not in a screened corridor
51133,Northumberland County,accessibility,39.107552107394035,Ineligible: no interstate access,Not in a screened corridor
51133,Northumberland County,commercial_activity,20.010643079255935,Ineligible: no interstate access,Not in a screened corridor
51133,Northumberland County,competition,65.04137360364088,Ineligible: no interstate access,Not in a screened corridor
51133,Northumberland County,overlap_risk,34.52775292298459,Ineligible: no interstate access,Not in a screened corridor
51135,Nottoway County,market_demand,31.550786579385875,Ineligible: no interstate access,Not in a screened corridor
51135,Nottoway County,growth,44.832888129480466,Ineligible: no interstate access,Not in a screened corridor
51135,Nottoway County,purchasing_power,10.862928002275456,Ineligible: no interstate access,Not in a screened corridor
51135,Nottoway County,highway_opportunity,15.724907622001675,Ineligible: no interstate access,Not in a screened corridor
51135,Nottoway County,accessibility,65.77860125013086,Ineligible: no interstate access,Not in a screened corridor
51135,Nottoway County,commercial_activity,24.89123151875337,Ineligible: no interstate access,Not in a screened corridor
51135,Nottoway County,competition,66.89374024919321,Ineligible: no interstate access,Not in a screened corridor
51135,Nottoway County,overlap_risk,52.315058783573626,Ineligible: no interstate access,Not in a screened corridor
51137,Orange County,market_demand,46.41287011089736,Ineligible: no interstate access,Not in a screened corridor
51137,Orange County,growth,57.57179826483725,Ineligible: no interstate access,Not in a screened corridor
51137,Orange County,purchasing_power,40.34511463760014,Ineligible: no interstate access,Not in a screened corridor
51137,Orange County,highway_opportunity,18.269860067085634,Ineligible: no interstate access,Not in a screened corridor
51137,Orange County,accessibility,66.42760962027356,Ineligible: no interstate access,Not in a screened corridor
51137,Orange County,commercial_activity,36.501678140773706,Ineligible: no interstate access,Not in a screened corridor
51137,Orange County,competition,77.29117394108793,Ineligible: no interstate access,Not in a screened corridor
51137,Orange County,overlap_risk,26.868240994357507,Ineligible: no interstate access,Not in a screened corridor
51139,Page County,market_demand,39.816754937791686,Ineligible: no interstate access,I-81 Harrisonburg / Rockingham
51139,Page County,growth,36.111822622287754,Ineligible: no interstate access,I-81 Harrisonburg / Rockingham
51139,Page County,purchasing_power,13.179453011187674,Ineligible: no interstate access,I-81 Harrisonburg / Rockingham
51139,Page County,highway_opportunity,14.764576960961591,Ineligible: no interstate access,I-81 Harrisonburg / Rockingham
51139,Page County,accessibility,83.82630396344769,Ineligible: no interstate access,I-81 Harrisonburg / Rockingham
51139,Page County,commercial_activity,29.690391236025796,Ineligible: no interstate access,I-81 Harrisonburg / Rockingham
51139,Page County,competition,84.1880701754386,Ineligible: no interstate access,I-81 Harrisonburg / Rockingham
51139,Page County,overlap_risk,24.95386559059179,Ineligible: no interstate access,I-81 Harrisonburg / Rockingham
51141,Patrick County,market_demand,33.95984282868668,Ineligible: no interstate access,Not in a screened corridor
51141,Patrick County,growth,31.173179789608863,Ineligible: no interstate access,Not in a screened corridor
51141,Patrick County,purchasing_power,10.321792993061802,Ineligible: no interstate access,Not in a screened corridor
51141,Patrick County,highway_opportunity,13.914069520012658,Ineligible: no interstate access,Not in a screened corridor
51141,Patrick County,accessibility,65.98109518948752,Ineligible: no interstate access,Not in a screened corridor
51141,Patrick County,commercial_activity,17.01639329872406,Ineligible: no interstate access,Not in a screened corridor
51141,Patrick County,competition,62.67276307319474,Ineligible: no interstate access,Not in a screened corridor
51141,Patrick County,overlap_risk,57.35675312121422,Ineligible: no interstate access,Not in a screened corridor
51143,Pittsylvania County,market_demand,53.67966468793211,Ineligible: no interstate access,Not in a screened corridor
51143,Pittsylvania County,growth,25.100946341262024,Ineligible: no interstate access,Not in a screened corridor
51143,Pittsylvania County,purchasing_power,10.002036335364119,Ineligible: no interstate access,Not in a screened corridor
51143,Pittsylvania County,highway_opportunity,24.333721240871284,Ineligible: no interstate access,Not in a screened corridor
51143,Pittsylvania County,accessibility,33.18424889715978,Ineligible: no interstate access,Not in a screened corridor
51143,Pittsylvania County,commercial_activity,29.08659494727836,Ineligible: no interstate access,Not in a screened corridor
51143,Pittsylvania County,competition,86.73258739553546,Ineligible: no interstate access,Not in a screened corridor
51143,Pittsylvania County,overlap_risk,43.54325042252477,Ineligible: no interstate access,Not in a screened corridor
51145,Powhatan County,market_demand,43.72292394558715,Ineligible: no interstate access,Not in a screened corridor
51145,Powhatan County,growth,72.48892822207644,Ineligible: no interstate access,Not in a screened corridor
51145,Powhatan County,purchasing_power,51.18332152598116,Ineligible: no interstate access,Not in a screened corridor
51145,Powhatan County,highway_opportunity,20.52464063012846,Ineligible: no interstate access,Not in a screened corridor
51145,Powhatan County,accessibility,79.62995056806504,Ineligible: no interstate access,Not in a screened corridor
51145,Powhatan County,commercial_activity,29.905571191632312,Ineligible: no interstate access,Not in a screened corridor
51145,Powhatan County,competition,80.36166355581301,Ineligible: no interstate access,Not in a screened corridor
51145,Powhatan County,overlap_risk,41.92266121041694,Ineligible: no interstate access,Not in a screened corridor
51147,Prince Edward County,market_demand,36.93665758244981,Ineligible: no interstate access,Not in a screened corridor
51147,Prince Edward County,growth,17.410410214818125,Ineligible: no interstate access,Not in a screened corridor
51147,Prince Edward County,purchasing_power,7.328619594174542,Ineligible: no interstate access,Not in a screened corridor
51147,Prince Edward County,highway_opportunity,18.162818560781307,Ineligible: no interstate access,Not in a screened corridor
51147,Prince Edward County,accessibility,40.90969449710166,Ineligible: no interstate access,Not in a screened corridor
51147,Prince Edward County,commercial_activity,31.040851677495475,Ineligible: no interstate access,Not in a screened corridor
51147,Prince Edward County,competition,74.31606784606966,Ineligible: no interstate access,Not in a screened corridor
51147,Prince Edward County,overlap_risk,67.93524401868211,Ineligible: no interstate access,Not in a screened corridor
51149,Prince George County,market_demand,49.092084497036176,Overlap constrained,I-95 Richmond South
51149,Prince George County,growth,89.48737326520299,Overlap constrained,I-95 Richmond South
51149,Prince George County,purchasing_power,29.51428462110299,Overlap constrained,I-95 Richmond South
51149,Prince George County,highway_opportunity,50.878871774000515,Overlap constrained,I-95 Richmond South
51149,Prince George County,accessibility,93.135917439829,Overlap constrained,I-95 Richmond South
51149,Prince George County,commercial_activity,22.597172257615018,Overlap constrained,I-95 Richmond South
51149,Prince George County,competition,84.67139380651382,Overlap constrained,I-95 Richmond South
51149,Prince George County,overlap_risk,20.46879343703438,Overlap constrained,I-95 Richmond South
51153,Prince William County,market_demand,87.03188994047734,Overlap constrained,I-95 / I-66 Northern Virginia
51153,Prince William County,growth,60.024821592797664,Overlap constrained,I-95 / I-66 Northern Virginia
51153,Prince William County,purchasing_power,61.66705629090448,Overlap constrained,I-95 / I-66 Northern Virginia
51153,Prince William County,highway_opportunity,83.2710564931144,Overlap constrained,I-95 / I-66 Northern Virginia
51153,Prince William County,accessibility,88.94224092544849,Overlap constrained,I-95 / I-66 Northern Virginia
51153,Prince William County,commercial_activity,62.0165268343562,Overlap constrained,I-95 / I-66 Northern Virginia
51153,Prince William County,competition,90.21695469005245,Overlap constrained,I-95 / I-66 Northern Virginia
51153,Prince William County,overlap_risk,16.29230426009041,Overlap constrained,I-95 / I-66 Northern Virginia
51155,Pulaski County,market_demand,44.851638045314964,Secondary candidate,I-81 New River Valley
51155,Pulaski County,growth,28.36352963787081,Secondary candidate,I-81 New River Valley
51155,Pulaski County,purchasing_power,17.16287068322033,Secondary candidate,I-81 New River Valley
51155,Pulaski County,highway_opportunity,33.39138352717035,Secondary candidate,I-81 New River Valley
51155,Pulaski County,accessibility,99.45295137793806,Secondary candidate,I-81 New River Valley
51155,Pulaski County,commercial_activity,33.22170013223659,Secondary candidate,I-81 New River Valley
51155,Pulaski County,competition,72.20001381856227,Secondary candidate,I-81 New River Valley
51155,Pulaski County,overlap_risk,86.88943107335726,Secondary candidate,I-81 New River Valley
51157,Rappahannock County,market_demand,20.469026286941116,Ineligible: no interstate access,I-66 Piedmont
51157,Rappahannock County,growth,45.98389370099174,Ineligible: no interstate access,I-66 Piedmont
51157,Rappahannock County,purchasing_power,50.92138117535335,Ineligible: no interstate access,I-66 Piedmont
51157,Rappahannock County,highway_opportunity,11.746180855103884,Ineligible: no interstate access,I-66 Piedmont
51157,Rappahannock County,accessibility,74.65861078867157,Ineligible: no interstate access,I-66 Piedmont
51157,Rappahannock County,commercial_activity,19.880537470010964,Ineligible: no interstate access,I-66 Piedmont
51157,Rappahannock County,competition,74.65694875601744,Ineligible: no interstate access,I-66 Piedmont
51157,Rappahannock County,overlap_risk,35.0704838237782,Ineligible: no interstate access,I-66 Piedmont
51159,Richmond County,market_demand,21.862738064685637,Ineligible: no interstate access,Not in a screened corridor
51159,Richmond County,growth,44.95811075645775,Ineligible: no interstate access,Not in a screened corridor
51159,Richmond County,purchasing_power,13.18324872169003,Ineligible: no interstate access,Not in a screened corridor
51159,Richmond County,highway_opportunity,13.269718685891435,Ineligible: no interstate access,Not in a screened corridor
51159,Richmond County,accessibility,47.13716333400574,Ineligible: no interstate access,Not in a screened corridor
51159,Richmond County,commercial_activity,18.1810515940437,Ineligible: no interstate access,Not in a screened corridor
51159,Richmond County,competition,79.24542205519326,Ineligible: no interstate access,Not in a screened corridor
51159,Richmond County,overlap_risk,28.312009120242717,Ineligible: no interstate access,Not in a screened corridor
51161,Roanoke County,market_demand,61.430274901379356,Priority candidate,I-81 Roanoke / Salem
51161,Roanoke County,growth,50.27370046668745,Priority candidate,I-81 Roanoke / Salem
51161,Roanoke County,purchasing_power,34.642677458911315,Priority candidate,I-81 Roanoke / Salem
51161,Roanoke County,highway_opportunity,45.656095407818384,Priority candidate,I-81 Roanoke / Salem
51161,Roanoke County,accessibility,96.62990744207309,Priority candidate,I-81 Roanoke / Salem
51161,Roanoke County,commercial_activity,44.607147014741884,Priority candidate,I-81 Roanoke / Salem
51161,Roanoke County,competition,87.39078927883904,Priority candidate,I-81 Roanoke / Salem
51161,Roanoke County,overlap_risk,77.64109658378004,Priority candidate,I-81 Roanoke / Salem
51163,Rockbridge County,market_demand,38.4736998812607,Watchlist,I-81 Roanoke / Salem
51163,Rockbridge County,growth,35.196618575031025,Watchlist,I-81 Roanoke / Salem
51163,Rockbridge County,purchasing_power,20.235436456351888,Watchlist,I-81 Roanoke / Salem
51163,Rockbridge County,highway_opportunity,37.50483020140571,Watchlist,I-81 Roanoke / Salem
51163,Rockbridge County,accessibility,99.4467049977715,Watchlist,I-81 Roanoke / Salem
51163,Rockbridge County,commercial_activity,26.269270679804006,Watchlist,I-81 Roanoke / Salem
51163,Rockbridge County,competition,64.65549059556501,Watchlist,I-81 Roanoke / Salem
51163,Rockbridge County,overlap_risk,38.958016003052236,Watchlist,I-81 Roanoke / Salem
51165,Rockingham County,market_demand,60.12711719272046,Reference case,I-81 Harrisonburg / Rockingham
51165,Rockingham County,growth,64.1990445001442,Reference case,I-81 Harrisonburg / Rockingham
51165,Rockingham County,purchasing_power,28.303907654655177,Reference case,I-81 Harrisonburg / Rockingham
51165,Rockingham County,highway_opportunity,40.623994512640074,Reference case,I-81 Harrisonburg / Rockingham
51165,Rockingham County,accessibility,93.62835534260607,Reference case,I-81 Harrisonburg / Rockingham
