geoid,county_name,county_type,latitude,longitude,population,population_change_pct,median_household_income,nominal_income_change_pct,real_income_change_pct,max_interstate_segment_adt,distance_to_interstate_mi,nearest_store_distance_mi,nearest_open_store_distance_mi,gas_stations,gas_stations_per_10k,food_service_establishments,population_density,land_area_sq_mi,corridor,vdot_district,market_attractiveness_score,balanced_rank,highway_rank,growth_rank,affluent_rank,underserved_rank,market_demand_score,growth_score,purchasing_power_score,highway_opportunity_score,accessibility_score,commercial_activity_score,low_competition_score,low_overlap_risk_score,recommendation_status,recommendation_reason,overlap_review_flag,development_status,interstate_access_flag,traffic_data_available_flag
51047,Culpeper County,County,38.485993035982915,-77.95580103398275,53563,6.17,96098.0,31.43,8.31,,26.14462363453757,27.429391826883666,53.48589898723396,20.0,3.73,85.0,141.3,379.18171712093107,I-66 Piedmont,Culpeper,43.89243715172683,52,63,41,47,72,52.57720801551643,62.33046090172266,37.93775457543351,22.764248804239173,58.9114861959614,38.81305482505587,82.47235342805045,22.68308254190156,Overlap constrained,"Centroid 27.4 mi from an existing or planned store, inside the 30 mi screen",FALSE,,FALSE,FALSE
51775,Salem city,Independent city,37.28642488034812,-80.05545010216674,25477,-0.16,66716.0,16.67,-3.85,,1.5690376331821814,93.97686990465357,96.2877329498309,11.0,4.32,80.0,1755.2,14.515112192975636,I-81 Roanoke / Salem,Salem,43.775426932384775,53,51,64,55,31,41.07934150416318,33.352569586775054,21.86634139707372,13.364071504495879,97.53944769012533,50.92906801621857,79.73237299001715,78.26493482876809,Traffic data unavailable,"An interstate crosses this jurisdiction but the VDOT extract holds no mainline traffic record for it, so highway exposure could not be measured",FALSE,,TRUE,FALSE
51035,Carroll County,County,36.731553805938866,-80.73393851720816,29158,-1.95,52575.0,20.77,-0.47,46000.0,0.9999249146540794,91.87091476873829,149.8799301586317,22.0,7.55,31.0,61.4,474.7444191319032,Not in a screened corridor,Salem,43.771515261855825,54,36,71,70,37,42.544176492233845,27.614549458310254,9.053692971418913,35.21237577163966,98.43398034444049,23.6776043735971,64.58204723689326,76.50599683940628,Watchlist,Eligible but outside the screened ranking cutoffs,FALSE,,TRUE,TRUE
51840,Winchester city,Independent city,39.17352305232503,-78.17462936781554,27981,0.69,64648.0,20.17,-0.97,,1.1888321927906216,64.99703609497269,69.61509908241868,16.0,5.72,132.0,3043.8,9.192899343816364,I-81 Winchester / Frederick,Staunton,43.46042387537316,55,61,62,58,52,42.301706013101324,37.69442642452706,19.38212242891734,12.473015474378355,98.13705545868504,68.1909251133353,73.15797624578583,54.060368575705326,Traffic data unavailable,"An interstate crosses this jurisdiction but the VDOT extract holds no mainline traffic record for it, so highway exposure could not be measured",FALSE,,TRUE,FALSE
51073,Gloucester County,County,37.415886060717796,-76.54336302335959,39228,5.56,83689.0,25.47,3.4,,10.641448749760201,25.67346210758199,145.51719418256715,19.0,4.84,67.0,180.1,217.8097697625399,Not in a screened corridor,Fredericksburg,43.27822971964154,56,60,44,52,74,47.975315127576465,58.19081859992154,32.246090990062676,20.903746248964254,83.27941143906412,36.9956842110301,77.26390163488664,21.216493136811135,Overlap constrained,"Centroid 25.7 mi from an existing or planned store, inside the 30 mi screen",FALSE,,FALSE,FALSE
51163,Rockbridge County,County,37.81434442945452,-79.44743252994338,22578,0.31,63975.0,16.73,-3.8,49000.0,0.35561698715991263,46.91517240384736,46.91517240384736,17.0,7.53,29.0,37.8,596.5483960463276,I-81 Roanoke / Salem,Staunton,42.9567635923957,57,41,65,64,67,38.4736998812607,35.196618575031025,20.235436456351888,37.50483020140571,99.4467049977715,26.269270679804006,64.65549059556501,38.958016003052236,Watchlist,Eligible but outside the screened ranking cutoffs,FALSE,,TRUE,TRUE
51067,Franklin County,County,36.99190993317317,-79.88113862711005,54958,-2.27,68348.0,29.84,7.0,,17.166144058004196,71.46224648022745,107.73094122418347,28.0,5.09,76.0,79.6,690.6100293904265,Not in a screened corridor,Salem,42.41897446781458,58,58,75,63,48,52.218209420721834,29.063881091391735,22.726327534591444,22.077925520125348,73.02388064056755,38.086115716865294,76.08416123827892,59.460248165684646,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51570,Colonial Heights city,Independent city,37.26498984012098,-77.3968775029313,18210,3.51,76250.0,41.95,16.98,,0.003603875791325446,27.13783670627496,112.5507872662901,9.0,4.94,83.0,2421.7,7.519478534391208,I-95 Richmond South,Richmond,41.78236658187832,59,65,52,56,81,35.60375225932462,55.117948458961365,26.68163136435934,12.86792370826101,100.0,58.21721858137343,76.79983525535421,22.439569577695544,Overlap constrained,"Centroid 27.1 mi from an existing or planned store, inside the 30 mi screen",FALSE,,TRUE,FALSE
51830,Williamsburg city,Independent city,37.269260873642466,-76.70760281532237,15564,5.25,70206.0,25.0,3.02,,2.342125824282386,22.468572385803625,142.68429665689203,7.0,4.5,122.0,1741.3,8.938176166761156,Not in a screened corridor,Hampton Roads,41.758093311672795,60,77,54,60,84,31.307611580748613,56.8467450618245,21.88636162392398,8.62492752719189,96.3243059280626,85.2754188915901,78.8877109569091,18.539701885557285,Overlap constrained,"Centroid 22.5 mi from an existing or planned store, inside the 30 mi screen",FALSE,,FALSE,FALSE
51137,Orange County,County,38.24612232296034,-78.01421181089513,37208,4.48,94175.0,37.52,13.33,,21.362773118328153,32.440231316891364,50.187129544148995,18.0,4.84,70.0,109.3,340.5149886520471,Not in a screened corridor,Culpeper,41.74661522545775,61,73,50,49,80,46.41287011089736,57.57179826483725,40.34511463760014,18.269860067085634,66.42760962027356,36.501678140773706,77.29117394108793,26.868240994357507,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51065,Fluvanna County,County,37.84185439857606,-78.27737194986625,27764,5.64,91959.0,22.72,1.14,,9.862796606899,50.07305441568293,50.07305441568293,7.0,2.52,20.0,96.7,287.11730530049755,I-64 Charlottesville,Culpeper,41.44672968344727,62,68,47,53,64,42.003129024735564,57.68523977378874,37.80198527050549,13.094106400549977,84.50329863305134,20.4149677193444,88.16482975555874,41.59554542702346,Traffic data unavailable,"An interstate crosses this jurisdiction but the VDOT extract holds no mainline traffic record for it, so highway exposure could not be measured",FALSE,,TRUE,FALSE
51099,King George County,County,38.27333700492784,-77.15720226416028,27468,6.1,110517.0,26.56,4.3,,17.361872771510154,19.100329071333025,96.36072149784998,13.0,4.73,34.0,152.9,179.6278659131161,Not in a screened corridor,Fredericksburg,41.294163241777724,63,70,45,40,91,42.203638874452196,60.6126494008135,49.86345388423532,19.38664253569652,72.71623380731631,26.742898981045332,77.783542061065,15.726474280563057,Overlap constrained,"Centroid 19.1 mi from an existing or planned store, inside the 30 mi screen",FALSE,,FALSE,FALSE
51678,Lexington city,Independent city,37.7825351952831,-79.44398690137812,7420,4.36,89598.0,145.7,102.49,,1.851211506083721,48.57454116683595,48.57454116683595,,,35.0,2968.9,2.499239272245252,I-81 Roanoke / Salem,Staunton,41.09625137798352,64,81,24,61,62,19.510727210372387,89.22229911165647,27.987573154182698,1.1343723394484866,97.09592616040482,49.54136333318407,100.00000000000001,40.34395566805484,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51660,Harrisonburg city,Independent city,38.436158623660695,-78.87351691369538,51492,-3.56,59752.0,36.13,12.19,,0.2419398373019306,6.317056504766619,6.317056504766619,21.0,4.08,194.0,2970.3,17.335551781423142,I-81 Harrisonburg / Rockingham,Staunton,40.84864870324485,65,64,82,69,88,51.77687026782573,25.918838425771998,11.184981232672822,16.6047227615875,99.62538299825697,62.26270165468462,80.8557640021751,5.049616373080692,Overlap constrained,"Centroid 6.3 mi from an existing or planned store, inside the 30 mi screen",FALSE,,TRUE,FALSE
51031,Campbell County,County,37.205325197320356,-79.09657053716934,55398,0.41,62608.0,24.57,2.66,,39.1780092886079,79.60509606108509,79.90724777310032,28.0,5.05,77.0,110.1,503.20732392509797,Not in a screened corridor,Lynchburg,40.7144769213673,66,69,76,74,54,53.09266706724895,37.91274004483901,16.789304502866614,25.192153840586833,38.42558123498708,37.94984420336897,76.27411338556145,66.2613272699669,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51790,Staunton city,Independent city,38.15929201420709,-79.06113839706859,25765,5.37,62586.0,30.25,7.34,,2.468814408783531,15.356743852581005,15.356743852581005,10.0,3.88,76.0,1293.4,19.920484883348255,I-81 Harrisonburg / Rockingham,Staunton,39.87324179899413,67,78,55,68,92,41.12786376548947,58.87165242876086,18.26903836607551,10.443451700027081,96.12517652526462,46.31674923698977,81.78083964033897,12.59975322873286,Overlap constrained,"Centroid 15.4 mi from an existing or planned store, inside the 30 mi screen",FALSE,,FALSE,FALSE
51117,Mecklenburg County,County,36.68039958821013,-78.36281822006478,30431,-1.35,51691.0,23.0,1.37,28000.0,12.709787716549863,67.82908323860201,119.65369715536437,33.0,10.84,57.0,48.7,625.3095771122655,I-95 / I-85 Southside,Richmond,39.767529817167045,68,53,83,75,77,42.54804443870349,30.607963086658533,10.800731781444474,29.82697802113229,80.02839158701975,37.4337413396031,49.09549472577306,56.42575386983611,Watchlist,Eligible but outside the screened ranking cutoffs,FALSE,,TRUE,TRUE
51730,Petersburg city,Independent city,37.20428464148818,-77.391331411692,33365,4.83,50741.0,40.42,15.72,,0.7093435267001715,29.58617218728297,115.6366365971157,21.0,6.29,65.0,1468.5,22.720463374005963,I-95 Richmond South,Richmond,39.73955700237606,69,71,53,79,85,44.481825861739146,59.792721182544796,7.89384166799656,13.53196931024406,98.89071682527903,36.820248786430554,70.45481792297316,24.484470826921697,Overlap constrained,"Centroid 29.6 mi from an existing or planned store, inside the 30 mi screen",FALSE,,TRUE,FALSE
51735,Poquoson city,Independent city,37.130933038070616,-76.3568968720207,12556,4.29,120919.0,24.88,2.91,,5.936569914062939,43.468250360451115,164.14070445625097,,,25.0,817.6,15.356707562198093,Not in a screened corridor,Hampton Roads,39.49432347382313,70,88,56,35,66,30.231246374499136,53.08093491406252,57.06105059109975,2.8526449612686657,90.67455060237837,24.473287775940964,100.00000000000001,36.07907427010635,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51079,Greene County,County,38.29757497293055,-78.46686174974198,20850,7.42,85268.0,31.22,8.14,,19.188339577038455,25.30742196053764,25.30742196053764,9.0,4.32,27.0,133.7,155.9470174353819,Not in a screened corridor,Culpeper,38.62432961940232,71,85,48,65,95,37.82147955156897,67.12512623127473,33.465703418095,16.103979366960946,69.84538916375726,24.41803577156649,79.73741007194245,20.910768713110123,Overlap constrained,"Centroid 25.3 mi from an existing or planned store, inside the 30 mi screen",FALSE,,FALSE,FALSE
51520,Bristol city,Independent city,36.61800922022309,-82.16050127788054,17024,1.07,44706.0,17.95,-2.8,,0.5718525518526356,92.32409864368151,92.32409864368151,17.0,9.99,65.0,1322.6,12.871189974565281,I-81 Bristol / Southwest,Bristol,38.538746595108805,72,72,74,84,69,33.60469394968829,38.51187801474552,4.950974265393685,11.26132297737186,99.10682544958256,49.9483308552398,53.12451049498746,76.88450553610622,Traffic data unavailable,"An interstate crosses this jurisdiction but the VDOT extract holds no mainline traffic record for it, so highway exposure could not be measured",FALSE,,TRUE,FALSE
51185,Tazewell County,County,37.12496218015711,-81.56082639267603,39933,-5.1,45788.0,11.74,-7.92,,19.264731857063598,139.11341796814946,139.11341796814946,34.0,8.51,68.0,77.0,518.791190831253,Not in a screened corridor,Bristol,38.536860737517024,73,67,114,86,41,45.87385814193003,12.694031422594147,4.743996262613513,19.657640996835216,69.72531560575138,37.28896680677314,60.03263800198667,99.99999999999999,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51101,King William County,County,37.70658787181924,-77.08827428875976,18232,10.52,85212.0,24.0,2.19,,13.7182723324794,15.230293878417877,109.84638158701377,11.0,6.03,27.0,66.6,273.9104655225487,Not in a screened corridor,Fredericksburg,38.52772705676447,74,86,39,67,107,36.1612046778467,77.02701945489731,31.60430879448709,14.983919688199736,78.44325319359815,25.291031544266545,71.67845911949685,12.494139552773579,Overlap constrained,"Centroid 15.2 mi from an existing or planned store, inside the 30 mi screen",FALSE,,FALSE,FALSE
51009,Amherst County,County,37.60474570097849,-79.14509807870219,31385,-1.56,67298.0,36.87,12.79,,17.867202086473757,53.14586214685882,53.14586214685882,16.0,5.1,40.0,66.2,473.9614927578756,Not in a screened corridor,Lynchburg,38.31467495853122,75,74,80,72,73,44.06212530166036,33.909748771956814,20.83564814654566,19.96837063983957,71.92195605055358,28.26076950742601,76.06924751739153,44.162019023822495,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51820,Waynesboro city,Independent city,38.06740861078692,-78.90141786732657,22574,2.96,56364.0,23.23,1.56,,1.3007415768153086,19.885478350977696,19.885478350977696,13.0,5.76,67.0,1508.0,14.969795747429183,I-81 Harrisonburg / Rockingham,Staunton,37.676062247499104,76,82,66,76,103,39.25391231884517,47.423219019252876,12.414123301683,11.684493566550076,97.96115603652262,44.23108759669187,72.96705649567349,16.382247460026754,Overlap constrained,"Centroid 19.9 mi from an existing or planned store, inside the 30 mi screen",FALSE,,TRUE,FALSE
51005,Alleghany County,County,37.78779589053829,-80.0064371741053,14962,-2.12,55160.0,15.41,-4.89,18000.0,0.3821545905023882,70.78700619733439,70.78700619733439,9.0,6.02,23.0,33.5,446.5721623911052,Not in a screened corridor,Staunton,37.59958262445171,77,57,95,83,65,31.77909942307814,25.362704562803398,11.02819810324742,22.903998803901096,99.40499313299628,21.38692903374509,71.76346745087555,58.89627329021238,Watchlist,Eligible but outside the screened ranking cutoffs,FALSE,,TRUE,TRUE
51071,Giles County,County,37.31425252251187,-80.70311882443019,16610,-1.21,64819.0,23.52,1.79,,16.030945795529224,115.97944213014117,121.02010322534552,17.0,10.23,23.0,46.5,357.2245120769966,I-81 New River Valley,Salem,36.98053504350447,78,76,90,80,60,34.183139981504695,31.306327305696016,17.84291479445967,17.437465161364944,74.80818782936487,22.439405277550595,51.95615091310455,96.64194556896452,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51063,Floyd County,County,36.931561321385125,-80.36274889074673,15560,-0.68,61401.0,23.47,1.75,,12.985582132847648,83.81469090905881,126.05415993959727,5.0,3.21,20.0,40.8,380.92284017165235,Not in a screened corridor,Salem,36.69271615226189,79,80,87,78,53,33.56133795997535,33.35085570725687,18.21013205666412,11.867293336749409,79.59489730157449,22.960477516113478,84.91591688089117,69.77726935802312,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51750,Radford city,Independent city,37.12290003599725,-80.55873313324794,16505,-6.38,52791.0,43.68,18.4,,1.5615286139733997,100.86666107289487,123.540015731325,5.0,3.03,41.0,1705.7,9.676386891501496,I-81 New River Valley,Salem,36.45901533603219,80,79,107,88,39,34.44787459892873,17.202886900986382,5.7962607520850025,6.472506315220902,97.55125038345032,31.61349411723598,85.77956174896495,84.0194332119077,Traffic data unavailable,"An interstate crosses this jurisdiction but the VDOT extract holds no mainline traffic record for it, so highway exposure could not be measured",FALSE,,TRUE,FALSE
51143,Pittsylvania County,County,36.821036388224485,-79.39733145220183,60148,-2.48,54115.0,19.24,-1.73,,42.51260963114529,52.405018000147955,109.01946005170782,17.0,2.83,47.0,62.1,969.002778423726,Not in a screened corridor,Lynchburg,36.32743373626519,81,92,105,94,76,53.67966468793211,25.100946341262024,10.002036335364119,24.333721240871284,33.18424889715978,29.08659494727836,86.73258739553546,43.54325042252477,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51021,Bland County,County,37.13397351395696,-81.13037829659719,6211,-3.66,61375.0,21.51,0.14,32000.0,0.3703571516702312,125.44916839237258,147.45529291932246,4.0,6.44,4.0,17.4,357.64510319695296,Not in a screened corridor,Bristol,36.307200009359946,82,46,102,87,38,17.343165960466543,21.18985203760674,12.820703270526666,27.05002360862833,99.42353637395554,0.0,69.76868995867547,99.99999999999999,Watchlist,Eligible but outside the screened ranking cutoffs,FALSE,,TRUE,TRUE
51089,Henry County,County,36.68276150893741,-79.87401302193679,50365,-2.37,48445.0,32.06,8.83,,29.7704975114362,52.99676729830938,126.69326810376491,34.0,6.75,63.0,131.7,382.35103128389653,Not in a screened corridor,Salem,36.233863103689515,83,87,98,96,87,50.326747572816515,29.334399898674285,6.085662476320229,22.649597496733982,53.21232946001173,32.16738411502809,68.31099639299778,44.03749187285934,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51139,Page County,County,38.61934006391338,-78.48453506730232,23750,0.0,59396.0,23.87,2.08,,10.293508973841213,30.148172848648777,30.148172848648777,8.0,3.37,41.0,76.6,310.01727220123576,I-81 Harrisonburg / Rockingham,Staunton,36.1209374935459,84,84,85,85,90,39.816754937791686,36.111822622287754,13.179453011187674,14.764576960961591,83.82630396344769,29.690391236025796,84.1880701754386,24.95386559059179,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51113,Madison County,County,38.41365280027047,-78.27916628885205,13931,6.03,82972.0,53.09,26.17,,26.821727376060082,35.40912711760141,35.40912711760141,6.0,4.31,13.0,43.4,320.6387302265513,Not in a screened corridor,Culpeper,36.08866084785825,85,95,57,73,98,31.16597822701364,68.21695566338782,31.249636032900085,16.592745945284754,57.847213008187026,17.911163988420846,79.78249946163233,29.347925162964454,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51685,Manassas Park city,Independent city,38.77091161497852,-77.44291116923945,16923,3.04,100668.0,24.79,2.84,,3.554659336475198,24.448176211841798,85.36939973441892,7.0,4.14,13.0,5578.1,3.033816243650878,I-95 / I-66 Northern Virginia,Northern Virginia,36.01803168120416,86,99,63,59,101,35.83143208087142,48.19720476511413,42.586807056672775,3.7318171085292238,94.41844301937005,18.403275004877788,80.58313143847622,20.19310860544507,Overlap constrained,"Centroid 24.4 mi from an existing or planned store, inside the 30 mi screen",FALSE,,FALSE,FALSE
51167,Russell County,County,36.93382706114256,-82.09567763608537,25635,-6.47,49020.0,24.16,2.32,,17.261032693402807,107.28649154803394,107.28649154803394,16.0,6.24,30.0,54.1,473.5239413284009,I-81 Bristol / Southwest,Bristol,35.94262790969946,87,75,119,95,49,39.057615621423025,11.058031214972637,6.2559542726168,18.53004467740737,72.8747344694769,24.735022151147422,70.70151485599116,89.38141054723064,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51025,Brunswick County,County,36.76463106621689,-77.8590563104699,15868,-4.78,52978.0,26.36,4.13,26000.0,5.913521226369059,69.35693470119168,124.42493700398208,11.0,6.93,10.0,28.0,566.2400148276138,I-95 / I-85 Southside,Richmond,35.75373134427455,88,62,110,91,71,32.46712174984572,18.277851694510186,8.701189946273962,26.781882102844506,90.71077858166973,14.087802255681503,67.45914208890008,57.701847521509734,Watchlist,Eligible but outside the screened ranking cutoffs,FALSE,,TRUE,TRUE
51590,Danville city,Independent city,36.58308099087943,-79.40876086044604,42239,1.75,42778.0,17.84,-2.89,,35.36904310954301,36.167559806229065,125.18154063118646,30.0,7.1,135.0,986.8,42.80259803417334,Not in a screened corridor,Lynchburg,35.24378229174303,89,104,93,106,112,47.24046696727117,41.12143473680265,2.4967971496197414,17.48322471754075,44.412522864349526,53.73706527079118,66.65995880584295,29.981384084121007,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51081,Greensville County,County,36.67581140945026,-77.55955933484081,11304,-3.04,56759.0,27.45,5.03,43000.0,0.14753611872245398,64.57749730935883,138.08606362348462,9.0,7.96,3.0,38.3,295.22705102333606,I-95 / I-85 Southside,Hampton Roads,35.030562321779584,90,50,100,103,79,26.297881868210894,25.362412770406475,6.266081126676699,31.364945195931217,99.77376697599782,0.6432187165841494,62.62606157112526,53.70996096471593,Watchlist,Eligible but outside the screened ranking cutoffs,FALSE,,TRUE,TRUE
51670,Hopewell city,Independent city,37.29149163449267,-77.29851680694165,22944,2.39,48681.0,20.21,-0.94,,1.6397469803452316,21.75620884941087,115.42655840360054,10.0,4.36,42.0,2215.9,10.354361432385469,Not in a screened corridor,Richmond,35.000720383095384,91,93,77,97,104,38.26208583609109,44.31183629003602,4.765796058132402,9.781509366664727,97.42830657880694,29.40920470659412,79.5407659228266,17.94472088856052,Overlap constrained,"Centroid 21.8 mi from an existing or planned store, inside the 30 mi screen",FALSE,,TRUE,FALSE
51157,Rappahannock County,County,38.68473968501166,-78.15928552664627,7409,1.05,98125.0,43.38,18.16,,16.126108555488532,42.260677243418996,47.43643998060785,4.0,5.4,12.0,27.8,266.37223400631706,I-66 Piedmont,Culpeper,34.404350228151635,92,97,73,57,105,20.469026286941116,45.98389370099174,50.92138117535335,11.746180855103884,74.65861078867157,19.880537470010964,74.65694875601744,35.0704838237782,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51195,Wise County,County,36.97521941704877,-82.6212917178771,35727,-8.45,50740.0,32.32,9.05,,26.525912833208512,88.26705043577167,88.26705043577167,29.0,8.12,59.0,88.6,403.4398018392618,Not in a screened corridor,Bristol,34.05977418716397,93,91,124,107,75,43.836732318013745,5.787089348795926,4.356892725237843,20.14469601583421,58.312174973694326,32.56170142309844,61.89693135910282,73.49597360783065,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51175,Southampton County,County,36.72038055774015,-77.10630317428664,17988,0.27,68465.0,25.37,3.32,,19.638665264317453,53.91473250235252,150.721076388537,12.0,6.67,4.0,30.0,599.1957120601106,Not in a screened corridor,Hampton Roads,34.04060203312312,94,89,92,89,97,35.19544034788359,37.606261031145415,19.067601533349716,20.276483869288167,69.13756623302079,8.39584538094194,68.684678674672,44.804195703709,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51135,Nottoway County,County,37.143033812082095,-78.05121382213333,15597,0.63,62161.0,45.0,19.5,,21.775680256035926,62.907397834424,96.41165485321646,11.0,7.05,26.0,49.6,314.3896992231231,Not in a screened corridor,Richmond,33.81860903889912,95,96,84,102,94,31.550786579385875,44.832888129480466,10.862928002275456,15.724907622001675,65.77860125013086,24.89123151875337,66.89374024919321,52.315058783573626,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51640,Galax city,Independent city,36.665982614695295,-80.91760425851987,6698,0.9,41438.0,29.75,6.92,,9.360638736647626,98.9393965655524,157.95915092619003,8.0,11.94,32.0,813.2,8.236360975893662,Not in a screened corridor,Salem,33.6652310244708,96,98,91,104,89,19.64207536971286,41.35454078870923,4.605024822591659,7.606323180479014,85.2925915058639,52.34275402521311,43.933512491290934,82.40974139098483,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51169,Scott County,County,36.71429823132752,-82.60310489626757,21504,-2.29,45136.0,15.31,-4.97,,8.474634444109116,75.80465742859981,75.80465742859981,23.0,10.7,22.0,40.1,535.8272698093436,I-81 Bristol / Southwest,Bristol,33.60376155861326,97,83,109,111,93,36.63453438298441,24.672462834045678,3.998203779163729,17.99811010174102,86.6852150507899,17.757543439354393,49.79267423115079,63.08712105212586,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51131,Northampton County,County,37.34385923524381,-75.87725293300642,12115,1.32,55933.0,28.43,5.84,,33.229607661596226,62.59250168082665,180.77328666755201,12.0,9.91,42.0,57.2,211.7117981398242,Not in a screened corridor,Hampton Roads,33.35448421310489,98,100,94,92,114,28.029320269148503,42.594611179616855,17.111425353883035,19.73088359819279,47.775292325797146,41.510684994879746,53.50392075938918,52.05205089806823,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51077,Grayson County,County,36.65663717357875,-81.22499359908423,15323,-3.09,42864.0,26.19,3.99,,17.791965067743302,114.55313003189059,141.43761540865907,8.0,5.22,10.0,34.7,441.7853280614327,Not in a screened corridor,Bristol,33.330826006358464,99,90,112,120,51,31.57688719725008,24.794060100816672,2.218970639589494,13.138084025786636,72.04021376625143,10.048901667457123,75.49217951228002,95.45065972839083,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51001,Accomack County,County,37.76411998236696,-75.633857532677,33326,1.78,57500.0,33.07,9.66,,63.62483847049901,77.08668337521483,184.14125800002392,29.0,8.7,74.0,74.2,449.3197838846559,Not in a screened corridor,Hampton Roads,33.2792545631249,100,118,97,110,106,44.550431754433404,45.759526991698536,13.81342215167833,20.955422753201436,0.0,39.247931505197094,59.151763387945344,64.15789606646092,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51183,Sussex County,County,36.92177028822116,-77.26202380974445,10793,-6.03,62821.0,37.16,13.04,39000.0,7.345915797863857,42.26920713617073,134.60242398495384,11.0,10.19,16.0,22.0,490.22580371432053,Not in a screened corridor,Hampton Roads,33.24655643653206,101,66,118,93,116,26.156330340316735,16.627174489648883,14.481416838750103,30.888820240113184,88.45933756418599,17.936192168300078,52.15803452855245,35.077608169473095,Watchlist,Eligible but outside the screened ranking cutoffs,FALSE,,TRUE,TRUE
51083,Halifax County,County,36.766737892181645,-78.93666346904273,33811,-2.78,49244.0,16.45,-4.04,,38.051675960972034,52.725604757141,109.6363510433746,15.0,4.44,47.0,41.3,817.7310616013764,Not in a screened corridor,Lynchburg,33.04722113189175,102,101,117,117,96,44.06139030212706,23.106960952125,5.392145536782434,20.106995426804257,40.195954499214125,31.147615084615058,79.17467688030521,43.811011219582916,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51690,Martinsville city,Independent city,36.682663775449996,-79.86361787191156,13584,3.69,42434.0,27.72,5.26,,29.82246179476117,52.648363626970855,126.46471274472253,6.0,4.42,42.0,1239.9,10.955512840682093,Not in a screened corridor,Salem,32.947836959601396,103,110,81,119,100,29.81863158978188,51.592716733512354,3.2500442694268585,10.573136692266877,53.13065188230358,43.175442228215026,79.26604829210837,43.74649780432516,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51125,Nelson County,County,37.78726951187556,-78.88680699423061,14777,-0.24,68525.0,9.73,-9.57,,16.97993568267991,39.23949407794039,39.23949407794039,13.0,8.8,13.0,31.4,470.7452274141249,I-64 Charlottesville,Lynchburg,32.93256437571785,104,94,101,81,119,30.47934196884075,30.98135474640614,27.831615604027146,18.93523521621694,73.31656338479677,20.461533719724674,58.70327761611513,32.547128149218175,Traffic data unavailable,"An interstate crosses this jurisdiction but the VDOT extract holds no mainline traffic record for it, so highway exposure could not be measured",FALSE,,TRUE,FALSE
51193,Westmoreland County,County,38.11199904818744,-76.80405839836497,18683,5.92,59766.0,10.13,-9.24,,38.12760567153492,41.30831284538942,116.72167798389381,9.0,4.82,35.0,81.5,229.32607398068188,Not in a screened corridor,Fredericksburg,32.61223586570604,105,115,78,99,113,34.19054006689191,55.03545658395674,17.846244088200905,13.200397352711391,40.07660800893208,28.035291975301014,77.38719691698336,34.275049063159784,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
51011,Appomattox County,County,37.37224774628539,-78.81255129121199,16424,5.44,62337.0,10.97,-8.55,,41.988351618487414,68.11646653850154,68.11646653850154,11.0,6.7,18.0,49.1,334.2235485736268,Not in a screened corridor,Lynchburg,32.44321995560894,106,112,79,105,102,33.742062941135984,53.41974596826477,16.3855758811265,15.427779938267642,34.00827882364204,20.645127994559257,68.5607444390323,56.66578244170868,Ineligible: no interstate access,No interstate crosses this jurisdiction,FALSE,,FALSE,FALSE
