geoid,county_name,is_independent_city,aland_sqmi,region,total_population,households,median_hh_income,per_capita_income,median_age,pop_density_sqmi,pop_growth_pct,mhi_growth_pct,mhi_growth_real_pct,max_aadt,interstate_max_aadt,interstate_miles,vmt_proxy,establishments_all,gas_stations,food_service_estabs,gas_stations_per_10k,dist_interstate_mi,dist_open_bucees_mi,dist_any_bucees_mi,interstate_crosses_county
51570,Colonial Heights city,1,7.519478534391208,,18210,7545,76250.0,38272.0,38.5,2421.7,3.51,41.95,16.98,46000.0,,,428112.15781968605,630,9.0,83.0,4.94,0.003603875791325446,112.5507872662901,27.13783670627496,True
51580,Covington city,1,5.468689969454153,,5671,2493,42724.0,24067.0,41.5,1037.0,1.59,8.35,-10.71,13000.0,,,69985.80151836661,197,5.0,16.0,8.82,0.4230521833934479,70.25801575256217,70.25801575256217,True
51590,Danville city,1,42.80259803417334,,42239,18632,42778.0,27537.0,40.8,986.8,1.75,17.84,-2.89,28000.0,,,961199.5163733822,1227,30.0,135.0,7.1,35.36904310954301,125.18154063118646,36.167559806229065,False
51595,Emporia city,1,6.903920110150731,,5633,2219,49375.0,25570.0,39.5,815.9,4.68,60.01,31.87,13000.0,,,47805.463573900364,218,12.0,23.0,21.3,0.8992829256426529,137.6786453472346,62.76599943335468,True
51600,Fairfax city,1,6.240925946916045,,24478,9158,132774.0,62800.0,37.3,3922.2,2.57,19.0,-1.93,37000.0,,,865068.8576201175,2028,9.0,193.0,3.68,1.1585567476282772,94.56944323242524,31.295558077771474,False
51610,Falls Church city,1,2.046442599040501,,14593,6053,154734.0,85077.0,39.4,7130.9,3.74,23.99,2.18,20000.0,,,136966.0444910221,883,6.0,115.0,4.11,0.6627876278237512,101.62973475966028,35.72489992325019,False
51620,Franklin city,1,8.277341859001357,,8212,3388,65125.0,31838.0,40.5,992.1,0.01,61.3,32.93,12000.0,,,84860.09586636725,263,9.0,26.0,10.96,29.07800484843004,158.85467862026135,56.25685623399984,False
51630,Fredericksburg city,1,10.450433688086951,,28383,11443,85368.0,46503.0,31.0,2716.0,-0.3,34.92,11.19,50000.0,,,845730.122523168,1477,11.0,185.0,3.88,0.884853141553333,78.34448635827337,8.261032670797011,True
51640,Galax city,1,8.236360975893662,,6698,2729,41438.0,31429.0,41.9,813.2,0.9,29.75,6.92,17000.0,,,170260.4450156663,311,8.0,32.0,11.94,9.360638736647626,157.95915092619003,98.9393965655524,False
51650,Hampton city,1,51.46070534768177,,137334,57740,67758.0,36787.0,36.5,2668.7,1.29,24.21,2.36,72000.0,,,2221464.311021814,2362,39.0,254.0,2.84,1.4438871440036294,166.6477235801398,46.438449563535116,True
51660,Harrisonburg city,1,17.335551781423142,,51492,17331,59752.0,27957.0,25.4,2970.3,-3.56,36.13,12.19,30000.0,,,824049.9446176073,1695,21.0,194.0,4.08,0.2419398373019306,6.317056504766619,6.317056504766619,True
51670,Hopewell city,1,10.354361432385469,,22944,9418,48681.0,26626.0,36.4,2215.9,2.39,20.21,-0.94,36000.0,,,249264.4330139873,396,10.0,42.0,4.36,1.6397469803452316,115.42655840360054,21.75620884941087,True
51678,Lexington city,1,2.499239272245252,,7420,2061,89598.0,30839.0,22.5,2968.9,4.36,145.7,102.49,19000.0,,,54771.423406339534,253,,35.0,,1.851211506083721,48.57454116683595,48.57454116683595,False
51680,Lynchburg city,1,48.976453016822504,,79255,28687,59808.0,30004.0,28.4,1618.2,-1.09,37.89,13.64,49000.0,,,2033535.4773390805,2251,25.0,250.0,3.15,25.40506763611711,67.47347078400712,67.47347078400712,False
51683,Manassas city,1,9.84299769495573,,42674,14041,117919.0,44939.0,34.7,4335.5,2.94,50.29,23.85,44000.0,,,771997.6744637492,1506,11.0,131.0,2.58,4.010537178886004,82.76217627351645,22.889629454089313,False
51685,Manassas Park city,1,3.033816243650878,,16923,5165,100668.0,43662.0,35.3,5578.1,3.04,24.79,2.84,17000.0,,,86345.03001784095,337,7.0,13.0,4.14,3.554659336475198,85.36939973441892,24.448176211841798,False
51690,Martinsville city,1,10.955512840682093,,13584,5619,42434.0,28834.0,40.2,1239.9,3.69,27.72,5.26,17000.0,,,286357.5049845148,511,6.0,42.0,4.42,29.82246179476117,126.46471274472253,52.648363626970855,False
51700,Newport News city,1,68.99591943563685,,184774,75798,66718.0,37475.0,34.2,2678.0,2.57,28.59,5.97,71000.0,,,3359875.319545057,3788,57.0,399.0,3.08,1.02666789899952,157.63373660564247,37.875603220389564,True
51710,Norfolk city,1,53.27492873397771,,235037,94457,64017.0,37433.0,32.4,4411.8,-4.3,30.26,7.35,177000.0,177000.0,60.14723938992608,10840694.003863683,5398,62.0,607.0,2.64,0.6767065099665779,177.75270479037678,58.33350092734191,True
51720,Norton city,1,7.47746791682668,,3620,1553,38497.0,27033.0,41.1,484.1,-9.27,37.14,13.02,9900.0,,,52795.06928345905,191,4.0,21.0,11.05,23.547972015961072,85.75210410751424,85.75210410751424,False
51730,Petersburg city,1,22.720463374005963,,33365,14854,50741.0,29590.0,35.8,1468.5,4.83,40.42,15.72,26000.0,,,480945.62089703506,707,21.0,65.0,6.29,0.7093435267001715,115.6366365971157,29.58617218728297,True
51735,Poquoson city,1,15.356707562198093,,12556,4657,120919.0,49935.0,41.4,817.6,4.29,24.88,2.91,12000.0,,,74016.12245298152,223,,25.0,,5.936569914062939,164.14070445625097,43.468250360451115,False
51740,Portsmouth city,1,33.300618120911366,,97299,39678,58972.0,32915.0,35.8,2921.8,2.09,17.42,-3.24,77000.0,77000.0,10.933062007303995,2711523.05566579,1597,32.0,163.0,3.29,1.8945071355812777,175.3755381784377,57.30424314068704,True
51750,Radford city,1,9.676386891501496,,16505,5500,52791.0,25220.0,23.0,1705.7,-6.38,43.68,18.4,23000.0,,,139579.79102477434,289,5.0,41.0,3.03,1.5615286139733997,123.540015731325,100.86666107289487,True
51760,Richmond city,1,59.92501138542493,,227595,102145,62671.0,44249.0,34.5,3798.0,1.7,38.91,14.47,74000.0,,,3668363.0758967553,6530,62.0,680.0,2.72,1.3901262838904578,97.62937077127182,26.271937960447495,True
51770,Roanoke city,1,42.52121295866214,,98677,43429,52671.0,34792.0,38.0,2320.7,-0.95,22.41,0.88,45000.0,,,1904224.9924635754,3151,26.0,267.0,2.63,1.1056336409681968,93.38290136765329,91.2076906120219,True
51775,Salem city,1,14.515112192975636,,25477,10140,66716.0,38127.0,40.3,1755.2,-0.16,16.67,-3.85,26000.0,,,467000.99197542336,994,11.0,80.0,4.32,1.5690376331821814,96.2877329498309,93.97686990465357,True
51790,Staunton city,1,19.920484883348255,,25765,11356,62586.0,35941.0,41.0,1293.4,5.37,30.25,7.34,27000.0,,,279923.0455703853,760,10.0,76.0,3.88,2.468814408783531,15.356743852581005,15.356743852581005,False
51800,Suffolk city,1,399.16706098927995,,96638,37133,90089.0,45135.0,38.7,242.1,8.39,27.49,5.06,87000.0,87000.0,4.538342117802246,4754421.195409245,1798,31.0,167.0,3.21,13.537609416842164,169.97081381092553,58.76591602840159,True
51810,Virginia Beach city,1,244.7187944495137,,457066,179800,90685.0,47372.0,37.4,1867.7,1.54,22.24,0.74,195000.0,195000.0,30.824512518392588,12695367.666417398,11822,100.0,1241.0,2.19,7.156862513360813,193.85711948514282,74.56331335611061,True
51820,Waynesboro city,1,14.969795747429183,,22574,9620,56364.0,32036.0,38.9,1508.0,2.96,23.23,1.56,28000.0,,,347928.84167358093,620,13.0,67.0,5.76,1.3007415768153086,19.885478350977696,19.885478350977696,True
51830,Williamsburg city,1,8.938176166761156,,15564,4973,70206.0,35732.0,24.0,1741.3,5.25,25.0,3.02,20000.0,,,203533.79189867285,553,7.0,122.0,4.5,2.342125824282386,142.68429665689203,22.468572385803625,False
51840,Winchester city,1,9.192899343816364,,27981,11255,64648.0,36073.0,36.7,3043.8,0.69,20.17,-0.97,31000.0,,,399486.71656239306,1373,16.0,132.0,5.72,1.1888321927906216,69.61509908241868,64.99703609497269,True
